name,gender,age,class,embarked,country,fare,survived
"Crawford, Mr. Alfred George",male,43,victualling crew,B,England,NA,yes
"Creese, Mr. Henry Philip",male,45,engineering crew,B,England,NA,no
"Crimmins, Mr. James",male,21,engineering crew,S,England,NA,yes
"Crispin, Mr. William",male,33,victualling crew,S,England,NA,no
"Crisp, Mr. Albert Hector",male,39,victualling crew,B,England,NA,no
"Crosbie, Mr. John Borthwick",male,45,victualling crew,S,England,NA,no
"Cross, Mr. William Alfred",male,44,engineering crew,S,England,NA,no
"Crovella, Sig. Luigi",male,17,restaurant staff,S,England,NA,no
"Crowe, Mr. George Frederick",male,30,victualling crew,S,England,NA,yes
"Crumplin, Mr. Charles George Chandler",male,35,victualling crew,B,England,NA,no
"Cullen, Mr. Charles James",male,49,victualling crew,B,England,NA,yes
"Cunningham, Mr. Andrew Orr",male,38,victualling crew,B,Scotland,NA,yes
"Cunningham, Mr. Bernard",male,35,engineering crew,S,England,NA,no
"Curtis, Mr. Arthur",male,26,engineering crew,S,England,NA,no
"Daniels, Mr. Sidney Edward",male,18,victualling crew,S,England,NA,yes
"Dashwood, Mr. William George",male,18,victualling crew,S,England,NA,no
"Davies, Mr. Gordon Raleigh",male,32,victualling crew,B,England,NA,no
"Davies, Mr. Robert J.",male,26,victualling crew,B,Wales,NA,no
"Davies, Mr. Thomas",male,33,engineering crew,S,England,NA,no
"Davis, Mr. John",male,29,victualling crew,B,England,NA,no
"Davis, Mr. Stephen James",male,39,deck crew,S,England,NA,no
"Dawson, Mr. Joseph",male,23,engineering crew,S,England,NA,no
"Dean, Mr. George H.",male,19,victualling crew,S,England,NA,no
"Debreucq, Mr. Maurice Emile Victor",male,18,restaurant staff,S,England,NA,no
"Deeble, Mr. Alfred Arnold",male,35,victualling crew,B,England,NA,no
"De Marsico, Sig. Govanni",male,20,restaurant staff,S,England,NA,no
"Derrett, Mr. Arthur Henry",male,29,victualling crew,B,England,NA,no
"Deslandes, Mr. Percival Stainer",male,38,victualling crew,S,England,NA,no
"Desvernine, Mr. Louis Gabriel",male,20,restaurant staff,S,England,NA,no
"Diaper, Mr. John Joseph",male,27,engineering crew,S,England,NA,yes
"Dickson, Mr. William",male,37,engineering crew,S,England,NA,no
"Dilley, Mr. John",male,30,engineering crew,S,England,NA,yes
"Dillon, Mr. Thomas Patrick",male,34,engineering crew,S,England,NA,yes
"Dinenage, Mr. James Richard",male,49,victualling crew,S,England,NA,no
"Dodd, Mr. Edward Charles",male,39,engineering crew,B,England,NA,no
"Dodd, Mr. George Charles",male,44,victualling crew,B,England,NA,no
"Dodds, Mr. Henry Watson",male,27,engineering crew,S,Guyana,NA,no
"Doel, Mr. Frederick",male,22,engineering crew,S,England,NA,yes
"Dolby, Mr. Joseph",male,39,victualling crew,B,England,NA,no
"Donati, Sig. Italo Francesco",male,17,restaurant staff,S,Italy,NA,no
"Donoghue, Mr. Frank (?Thomas)",male,35,victualling crew,B,England,NA,no
"Dore, Mr. Albert James",male,23,engineering crew,S,England,NA,yes
"Dornier, Mr. Louis Auguste",male,20,restaurant staff,S,England,NA,no
"Doughty, Mr. Walter Thomas",male,22,victualling crew,S,England,NA,no
"Doyle, Mr. Laurence",male,27,engineering crew,S,England,NA,no
"Duffy, Mr. William Luke",male,36,engineering crew,B,Ireland,NA,no
"Dunford, Mr. William",male,48,victualling crew,S,England,NA,no
"Durnil, Mr. James",male,38,engineering crew,S,England,NA,no
"Dyer, Mr. Henry Ryland",male,24,engineering crew,B,India,NA,no
"Dyer, Mr. William Henry",male,33,victualling crew,S,England,NA,no
"Dymond, Mr. Frank",male,41,engineering crew,S,England,NA,yes
"Eagle, Mr. Alfred James",male,22,engineering crew,S,England,NA,no
"Eastman, Mr. Charles",male,44,engineering crew,S,England,NA,no
"Edbrooke, Mr. Francis Samuel Jacob",male,23,victualling crew,S,England,NA,no
"Ede, Mr. George Bulkeley",male,23,victualling crew,S,England,NA,no
"Edge, Mr. Frederick William",male,39,victualling crew,S,England,NA,no
"Edwards, Mr. Charles Essex",male,39,victualling crew,S,Wales,NA,no
"Egg, Mr. William Henry",male,48,victualling crew,S,England,NA,no
"Elliott, Mr. Everett Edward",male,23,engineering crew,S,England,NA,no
"Ellis, Mr. John Bertie",male,29,victualling crew,S,England,NA,yes
"Ennis, Mr. Walter",male,34,victualling crew,S,England,NA,no
"Ervine, Mr. Albert George",male,18,engineering crew,B,Northern Ireland,NA,no
"Etches, Mr. Henry Samuel",male,43,victualling crew,B,England,NA,yes
"Evans, Mr. Alfred Frank",male,25,deck crew,S,England,NA,yes
"Evans, Mr. Frank Oliver",male,27,deck crew,S,England,NA,yes
"Evans, Mr. George Richard",male,27,victualling crew,B,England,NA,no
"Evans, Mr. William Thomas",male,33,engineering crew,S,England,NA,no
"Fairall, Mr. Henry Charles",male,38,victualling crew,B,England,NA,no
"Farenden, Mr. Ernest John",male,22,victualling crew,B,England,NA,no
"Farquharson, Mr. William Edward",male,39,engineering crew,B,England,NA,no
"Faulkner, Mr. William Stephen",male,37,victualling crew,B,England,NA,yes
"Fay, Mr. Thomas Joseph",male,30,engineering crew,S,England,NA,no
"Fellowes, Mr. Alfred James",male,29,victualling crew,B,England,NA,no
"Feltham, Mr. George William",male,42,victualling crew,S,England,NA,no
"Ferrary, Mr. Antonio",male,33,engineering crew,S,England,NA,no
"Ferris, Mr. William",male,39,engineering crew,S,England,NA,no
"Fey, Sig. Carlo",male,30,restaurant staff,S,England,NA,no
"Finch, Mr. Henry Herman",male,19,victualling crew,S,England,NA,no
"Fioravante, Sig. Giuseppe Bertoldo",male,23,restaurant staff,S,England,NA,no
"Fitzpatrick, Mr. Cecil William",male,21,engineering crew,S,England,NA,yes
"Fitzpatrick, Mr. Hugh Joseph",male,29,engineering crew,B,England,NA,no
"Flarty, Mr. Edward",male,52,engineering crew,S,England,NA,yes
"Fleet, Mr. Frederick",male,24,deck crew,B,England,NA,yes
"Fletcher, Mr. Percy William",male,26,victualling crew,B,England,NA,no
"Foley, Mr. John",male,46,deck crew,B,Ireland,NA,yes
"Foley, Mr. Wilfred Cyril",male,22,victualling crew,S,Wales,NA,yes
"Ford, Mr. Ernest",male,33,victualling crew,S,England,NA,no
"Ford, Mr. Francis",male,44,victualling crew,S,England,NA,no
"Ford, Mr. H.",male,22,engineering crew,S,England,NA,no
"Ford, Mr. Thomas",male,33,engineering crew,S,England,NA,no
"Forward, Mr. James",male,27,deck crew,S,England,NA,yes
"Foster, Mr. Alfred Charles",male,37,engineering crew,B,England,NA,no
"Fox, Mr. William Thomas",male,27,victualling crew,S,England,NA,no
"Franklin, Mr. Alan Vincent",male,28,victualling crew,S,England,NA,no
"Fraser, Mr. J.",male,30,engineering crew,S,England,NA,no
"Fraser, Mr. James",male,30,engineering crew,B,Scotland,NA,no
"Fredericks, Mr. Walter Francis",male,21,engineering crew,S,England,NA,yes
"Freeman, Mr. Ernest Edward Samuel",male,45,victualling crew,B,England,NA,no
"Fryer, Mr. Albert Ernest",male,29,engineering crew,S,England,NA,yes
"Gatti, Sig. Gaspare Antonio Pietro",male,37,restaurant staff,S,England,NA,no
"Geddes, Mr. Richard Charles",male,32,victualling crew,S,England,NA,no
"Geer, Mr. Alfred Emest",male,26,engineering crew,S,England,NA,no
"Gibbons, Mr. Jacob William",male,36,victualling crew,S,England,NA,yes
"Gilardino, Sig. Vincenzo Pio",male,31,restaurant staff,S,England,NA,no
"Giles, Mr. John Robert",male,32,victualling crew,S,England,NA,no
"Gill, Mr. Joseph Stanley",male,38,victualling crew,B,England,NA,no
"Gill, Mr. Patrick",male,38,victualling crew,S,England,NA,no
"Godley, Mr. George Auguste",male,61,engineering crew,S,England,NA,yes
"Godwin, Mr. Frederick Charles",male,36,engineering crew,S,England,NA,no
"Golder, Mr. M. W.",male,32,engineering crew,S,England,NA,no
"Gold, Mrs. Jane Kate Coulson",female,45,victualling crew,S,England,NA,yes
"Gollop, Mr. F.",male,28,victualling crew,S,England,NA,no
"Gordon, Mr. J.",male,29,engineering crew,S,England,NA,no
"Goree, Mr. Frank",male,41,engineering crew,S,England,NA,no
"Goshawk, Mr. Alfred James",male,40,victualling crew,B,England,NA,no
"Gosling, Mr. Bertram James",male,22,engineering crew,S,England,NA,no
"Gosling, Mr. S.",male,26,engineering crew,S,England,NA,no
"Gradidge, Mr. Ernest Edward",male,22,engineering crew,S,England,NA,no
"Graham, Mr. Thomas Gibson",male,28,engineering crew,B,Northern Ireland,NA,yes
"Gregory, Mr. David",male,43,engineering crew,S,England,NA,no
"Gregson, Miss. Mary",female,45,victualling crew,S,England,NA,yes
"Grosclaude, Mr. Gérald",male,24,restaurant staff,S,England,NA,no
"Gumery, Mr. George",male,24,engineering crew,S,England,NA,no
"Gunn, Mr. Joseph Alfred",male,30,victualling crew,S,England,NA,no
"Guy, Mr. Elgar John",male,29,victualling crew,S,England,NA,yes
"Gwinn, Mr. William Logan",male,37,victualling crew,S,United States,NA,no
"Haggan, Mr. John",male,35,engineering crew,B,Northern Ireland,NA,yes
"Haines, Mr. Albert",male,31,deck crew,B,England,NA,yes
"Halford, Mr. Walter Stamford",male,22,victualling crew,S,England,NA,yes
"Hallett, Mr. George Alexander",male,23,engineering crew,S,England,NA,no
"Hall, Mr. Frank Alfred James",male,41,victualling crew,S,England,NA,no
"Hall, Mr. J.",male,32,engineering crew,S,England,NA,no
"Hamblyn, Mr. Ernest William",male,47,victualling crew,S,England,NA,no
"Hamilton, Mr. Ernest",male,25,victualling crew,B,England,NA,no
"Hands, Mr. Bernard",male,54,engineering crew,S,Ireland,NA,no
"Hannam, Mr. George",male,30,engineering crew,S,England,NA,no
"Harder, Mr. William",male,39,deck crew,S,England,NA,yes
"Harding, Mr. Alfred John",male,21,victualling crew,S,England,NA,no
"Hardwick, Mr. Reginald",male,21,victualling crew,S,England,NA,yes
"Hardy, Mr. John",male,40,victualling crew,B,England,NA,yes
"Harris, Mr. Amos",male,24,engineering crew,S,England,NA,no
"Harris, Mr. Charles William",male,19,victualling crew,S,England,NA,no
"Harris, Mr. Clifford Henry",male,17,victualling crew,S,England,NA,no
"Harris, Mr. Edward John",male,29,engineering crew,S,England,NA,no
"Harris, Mr. Edward Matthew",male,17,victualling crew,S,England,NA,no
"Harris, Mr. Frederick",male,39,engineering crew,S,England,NA,yes
"Harrison, Mr. Aragõa Drummond",male,40,victualling crew,S,England,NA,yes
"Harrison, Mr. Norman E.",male,38,engineering crew,B,England,NA,no
"Hart, Mr. James",male,54,engineering crew,S,England,NA,no
"Hart, Mr. John Edward",male,32,victualling crew,S,England,NA,yes
"Hartnell, Mr. Fred",male,21,victualling crew,S,England,NA,yes
"Harvey, Mr. Herbert Gifford",male,34,engineering crew,B,Northern Ireland,NA,no
"Hatch, Mr. Hugh",male,23,victualling crew,S,England,NA,no
"Hawkesworth, Mr. James",male,52,victualling crew,S,England,NA,no
"Hawkesworth, Mr. William Walter",male,43,victualling crew,S,England,NA,no
"Hayter, Mr. Arthur",male,45,victualling crew,B,England,NA,no
"Head, Mr. Alfred",male,24,engineering crew,S,England,NA,no
"Hebb, Mr. William Albert",male,22,engineering crew,S,England,NA,yes
"Heinen, Mr. Joseph Dominichus",male,30,victualling crew,S,England,NA,no
"Hemming, Mr. Samuel Ernest",male,43,deck crew,B,England,NA,yes
"Hendrickson, Mr. Charles Osker",male,28,engineering crew,S,England,NA,yes
"Hendy, Mr. Edward Martin",male,40,victualling crew,B,England,NA,no
"Hensford, Mr. Herbert George Ernest",male,26,victualling crew,S,England,NA,no
"Hesketh, Mr. John Henry",male,33,engineering crew,B,England,NA,no
"Heslin, Mr. James",male,45,engineering crew,S,England,NA,no
"Hewitt, Mr. Thomas",male,37,victualling crew,B,England,NA,no
"Hichens, Mr. Robert",male,29,deck crew,S,England,NA,yes
"Hill, Mr. H. P.",male,36,victualling crew,S,England,NA,no
"Hill, Mr. James",male,25,engineering crew,S,England,NA,no
"Hill, Mr. James Colston",male,43,victualling crew,B,England,NA,no
"Hinckley, Mr. George Herbert",male,40,victualling crew,S,England,NA,no
"Hine, Mr. William Edward",male,36,victualling crew,S,England,NA,no
"Hinton, Mr. Stephen William",male,31,engineering crew,S,England,NA,no
"Hiscock, Mr. Sydney George",male,25,victualling crew,S,England,NA,no
"Hoare, Mr. Leonard James",male,19,victualling crew,B,England,NA,no
"Hodge, Mr. Charley",male,29,engineering crew,B,England,NA,no
"Hodges, Mr. W.",male,26,engineering crew,S,England,NA,no
"Hodgkinson, Mr. Leonard",male,46,engineering crew,B,England,NA,no
"Hogg, Mr. Charles William",male,43,victualling crew,S,England,NA,no
"Hogg, Mr. George Alfred",male,29,deck crew,B,England,NA,yes
"Hogue, Mr. E.",male,22,victualling crew,S,England,NA,no
"Holland, Mr. Thomas",male,28,victualling crew,B,England,NA,no
"Holloway, Mr. Sidney",male,24,victualling crew,S,England,NA,no
"Holman, Mr. Harry",male,29,deck crew,B,England,NA,no
"Hopgood, Mr. Roland John C.",male,29,engineering crew,S,England,NA,no
"Hopkins, Mr. Frederick William",male,15,victualling crew,S,England,NA,no
"Hopkins, Mr. Robert John",male,40,deck crew,S,England,NA,yes
"Horswill, Mr. Albert Edward James",male,33,deck crew,S,England,NA,yes
"Hosgood, Mr. Richard William",male,23,engineering crew,S,England,NA,no
"Hosking, Mr. George Fox",male,36,engineering crew,B,England,NA,no
"House, Mr. William John",male,38,victualling crew,B,England,NA,no
"Howell, Mr. Arthur Albert",male,31,victualling crew,B,England,NA,no
"Hughes, Mr. William Thomas",male,34,victualling crew,S,England,NA,no
"Humby, Mr. Frederick Charles",male,18,victualling crew,S,England,NA,no
"Humphreys, Mr. Humphrey",male,32,victualling crew,S,England,NA,no
"Humphreys, Mr. Sidney",male,53,deck crew,S,England,NA,yes
"Hunt, Mr. Albert Sylvanus",male,23,engineering crew,S,England,NA,yes
"Hunt, Mr. Tom",male,27,engineering crew,S,England,NA,no
"Hurst, Mr. Charles John",male,41,engineering crew,S,England,NA,no
"Hurst, Mr. Walter",male,23,engineering crew,S,England,NA,yes
"Hutchinson, Mr. James",male,31,victualling crew,S,England,NA,no
"Hutchinson, Mr. John Hall",male,28,deck crew,B,England,NA,no
"Hyland, Mr. James Leo",male,19,victualling crew,S,England,NA,yes
"Ide, Mr. Harry John",male,31,victualling crew,S,England,NA,no
"Ingram, Mr. George",male,19,engineering crew,S,England,NA,no
"Ingrouille, Mr. Henry",male,21,victualling crew,S,England,NA,no
"Ings, Mr. William Ernest",male,20,victualling crew,S,England,NA,no
"Instance, Mr. T.",male,33,engineering crew,S,England,NA,no
"Jackopson, Mr. John Henry",male,30,engineering crew,S,England,NA,no
"Jackson, Mr. Cecil",male,22,victualling crew,B,England,NA,no
"Jago, Mr. Joseph",male,59,engineering crew,S,England,NA,no
"Jaillet, Mr. Henri Marie",male,38,restaurant staff,S,France,NA,no
"James, Mr. Thomas",male,27,engineering crew,S,Wales,NA,no
"Janaway, Mr. William Frank",male,35,victualling crew,B,England,NA,no
"Janin, Mr. Claude Marie",male,29,restaurant staff,S,England,NA,no
"Jeffery, Mr. William Alfred",male,28,restaurant staff,S,England,NA,no
"Jenner, Mr. Thomas Henry (Harry)",male,55,victualling crew,B,England,NA,no
"Jensen, Mr. Charles Valdemar",male,25,victualling crew,S,England,NA,no
"Jessop, Miss. Violet Constance",female,24,victualling crew,S,England,NA,yes
"Jewell, Mr. Archie",male,23,deck crew,B,England,NA,yes
"Joas, Mr. N.",male,38,engineering crew,S,England,NA,no
"Johnston, Mr. James",male,41,victualling crew,B,England,NA,yes
"Jones, Mr. Albert Hugh Brabner",male,17,victualling crew,S,England,NA,no
"Jones, Mr. Arthur Ernest",male,37,victualling crew,S,England,NA,no
"Jones, Mr. Harry Owen G.",male,29,victualling crew,S,England,NA,no
"Jones, Mr. Thomas William",male,32,deck crew,S,England,NA,yes
"Jones, Mr. Victor Reginald",male,21,victualling crew,S,England,NA,no
"Jouannault, Mr. Georges Jules",male,24,restaurant staff,S,England,NA,no
"Joughin, Mr. Charles John",male,32,victualling crew,B,England,NA,yes
"Judd, Mr. Charles Edward",male,31,engineering crew,S,England,NA,yes
"Jukes, Mr. Henry James",male,38,engineering crew,S,England,NA,no
"Jupe, Mr. Boykett Herbert",male,30,engineering crew,S,England,NA,no
"Kasper, Mr. Franz Wilhelm",male,40,engineering crew,S,England,NA,yes
"Kearl, Mr. Charles Henry",male,44,engineering crew,S,England,NA,no
"Kearl, Mr. George Edward",male,25,engineering crew,S,England,NA,no
"Keen, Mr. Percy Edward",male,30,victualling crew,S,England,NA,yes
"Kelland, Mr. Thomas",male,18,victualling crew,S,England,NA,no
"Kelly, Mr. William",male,23,engineering crew,B,Scotland,NA,no
"Kemish, Mr. George",male,22,engineering crew,S,England,NA,yes
"Kemp, Mr. Thomas Hulman",male,43,engineering crew,B,England,NA,no
"Kenchenten, Mr. Frederick Charles",male,37,engineering crew,S,England,NA,no
"Kennell, Mr. Charles",male,30,victualling crew,S,England,NA,no
"Kenzler, Mr. August",male,44,engineering crew,B,England,NA,no
"Kerley, Mr. William Thomas",male,28,victualling crew,S,England,NA,no
"Kerr, Mr. Thomas Russell",male,26,engineering crew,S,Scotland,NA,no
"Ketchley, Mr. Henry",male,36,victualling crew,B,England,NA,no
"Kieran, Mr. Edgar Michael",male,34,victualling crew,S,Ireland,NA,no
"Kieran, Mr. James William",male,35,victualling crew,S,England,NA,no
"King, Mr. Alfred John Moffett",male,18,victualling crew,S,England,NA,no
"King, Mr. Ernest Waldron",male,28,victualling crew,S,Ireland,NA,no
"King, Mr. G.",male,20,victualling crew,S,England,NA,no
"King, Mr. Thomas Walter",male,42,deck crew,S,England,NA,no
"Kingscote, Mr. William Ford",male,48,victualling crew,S,England,NA,no
"Kinsella, Mr. Louis",male,30,engineering crew,S,England,NA,no
"Kirkaldy, Mr. Thomas Benjamin",male,36,victualling crew,S,England,NA,no
"Kirkham, Mr. James",male,43,engineering crew,S,England,NA,no
"Kitching, Mr. Arthur Alfred",male,31,victualling crew,S,England,NA,no
"Klein, Mr. Herbert",male,33,victualling crew,S,England,NA,no
"Knight, Mr. George",male,49,victualling crew,S,England,NA,yes
"Knight, Mr. Leonard George",male,21,victualling crew,S,England,NA,no
"Knowles, Mr. Thomas",male,43,engineering crew,S,England,NA,yes
"Lacey, Mr. Bertie William",male,20,victualling crew,S,England,NA,no
"Lahy, Mr. T.",male,41,engineering crew,S,England,NA,no
"Lake, Mr. William",male,46,victualling crew,B,England,NA,no
"Lane, Mr. Albert Edward",male,34,victualling crew,S,England,NA,no
"Latimer, Mr. Andrew",male,55,victualling crew,B,England,NA,no
"Lavington, Miss. Elizabeth",female,40,victualling crew,S,England,NA,yes
"Lawrence, Mr. Arthur",male,36,victualling crew,B,England,NA,no
"Leader, Mr. Archibald",male,22,victualling crew,S,England,NA,no
"Leather, Mrs. Elizabeth Mary",female,50,victualling crew,S,England,NA,yes
"Lee, Mr. H.",male,18,engineering crew,S,England,NA,no
"Lee, Mr. Henry Reginald",male,29,victualling crew,S,England,NA,yes
"Lee, Mr. Reginald Robinson",male,41,deck crew,S,England,NA,yes
"Lefebvre, Mr. Paul Georges",male,35,victualling crew,S,England,NA,no
"Leonard, Mr. Matthew",male,25,victualling crew,B,United States,NA,no
"Levett, Mr. George Alfred",male,26,victualling crew,B,England,NA,no
"Lewis, Mr. Arthur Ernest Read",male,27,victualling crew,S,England,NA,yes
"Light, Mr. Charles Edward",male,24,victualling crew,S,England,NA,no
"Light, Mr. Christopher William",male,20,engineering crew,S,England,NA,no
"Light, Mr. W.",male,47,engineering crew,S,England,NA,no
"Lightoller, Mr. Charles Herbert",male,38,deck crew,B,England,NA,yes
"Lindsay, Mr. William Charles",male,30,engineering crew,S,England,NA,yes
"Littlejohn, Mr. Alexander James",male,40,victualling crew,B,England,NA,yes
"Lloyd, Mr. Humphrey",male,41,victualling crew,B,England,NA,no
"Lloyd, Mr. William",male,29,engineering crew,S,England,NA,no
"Locke, Mr. A.",male,33,victualling crew,S,England,NA,no
"Long, Mr. Frank",male,31,engineering crew,S,England,NA,no
"Long, Mr. William",male,36,engineering crew,S,England,NA,no
"Longmuir, Mr. John Dickson",male,20,victualling crew,S,England,NA,no
"Lovell, Mr. John",male,37,victualling crew,S,England,NA,no
"Lowe, Mr. Harold Godfrey",male,29,deck crew,B,Wales,NA,yes
"Lucas, Mr. William Arthur",male,25,deck crew,S,England,NA,yes
"Lucas, Mr. William Watson",male,31,victualling crew,B,England,NA,yes
"Lydiatt, Mr. Charles",male,45,victualling crew,S,England,NA,no
"Lyons, Mr. William Henry",male,26,deck crew,S,Ireland,NA,no
"Mabey, Mr. John Charles",male,24,victualling crew,S,England,NA,no
"MacKie, Mr. George William",male,34,victualling crew,S,England,NA,no
"Mackie, Mr. William Dickson",male,32,engineering crew,B,Scotland,NA,no
"Major, Mr. Thomas Edgar",male,36,victualling crew,B,England,NA,no
"Major, Mr. William James",male,32,engineering crew,S,England,NA,yes
"Mantle, Mr. Roland Frederick",male,40,victualling crew,S,England,NA,no
"March, Mr. John Starr",male,50,victualling crew,S,United States,NA,no
"Marett, Mr. George John",male,27,engineering crew,S,England,NA,no
"Marks, Mr. James",male,27,victualling crew,S,Scotland,NA,no
"Marriott, Mr. John William",male,21,victualling crew,S,England,NA,no
"Marsden, Miss. Evelyn",female,28,victualling crew,S,England,NA,yes
"Marsh, Mr. Frederick Charles",male,40,engineering crew,S,England,NA,no
"Martin, Miss. Mabel Elvina",female,20,restaurant staff,S,England,NA,yes
"Martin, Mrs. Annie Martha",female,39,victualling crew,S,Channel Islands,NA,yes
"Maskell, Mr. Leopold Adolphus",male,25,engineering crew,S,England,NA,no
"Mason, Mr. Frank Archibald Robert",male,32,engineering crew,S,England,NA,yes
"Mason, Mr. J.",male,39,engineering crew,S,England,NA,no
"Matherson, Mr. David",male,30,deck crew,S,England,NA,no
"Mathias, Mr. Montague Vincent",male,29,deck crew,S,Wales,NA,no
"Mattmann, Sig. Adolf",male,20,restaurant staff,S,England,NA,no
"Mauge, Mr. Paul Achille Maurice Germain",male,25,restaurant staff,S,England,NA,yes
"Maxwell, Mr. John",male,30,deck crew,B,England,NA,no
"May, Mr. Arthur William",male,22,engineering crew,S,England,NA,no
"May, Mr. Arthur William",male,59,engineering crew,S,England,NA,no
"Maynard, Mr. Isaac Hiram",male,31,victualling crew,B,England,NA,yes
"Mayo, Mr. William Peter",male,28,engineering crew,S,England,NA,no
"Maytum, Mr. Alfred",male,53,victualling crew,B,England,NA,no
"Mayzes, Mr. Thomas Jubilee",male,25,engineering crew,S,England,NA,yes
"McAndrew, Mr. Thomas Patrick",male,38,engineering crew,S,England,NA,no
"McAndrews, Mr. William",male,23,engineering crew,S,NA,NA,no
"McCarthy, Mr. Frederick James",male,38,victualling crew,S,England,NA,no
"McCarthy, Mr. William",male,47,deck crew,S,Ireland,NA,yes
"McCastlan, Mr. W.",male,38,engineering crew,S,England,NA,no
"McCawley, Mr. Thomas W.",male,36,victualling crew,B,Scotland,NA,no
"McElroy, Mr. Hugh Walter",male,37,victualling crew,S,England,NA,no
"McGann, Mr. James",male,29,engineering crew,S,England,NA,yes
"McGarvey, Mr. Edward Joseph",male,34,engineering crew,S,England,NA,no
"McGaw, Mr. Erroll Victor",male,30,engineering crew,S,England,NA,no
"McGough, Mr. George Francis 'Paddy'",male,36,deck crew,S,Ireland,NA,yes
"McGrady, Mr. James",male,17,victualling crew,S,England,NA,no
"McInerney, Mr. Thomas",male,38,engineering crew,S,England,NA,no
"McIntyre, Mr. William",male,21,engineering crew,S,England,NA,yes
"McKay, Mr. Charles Donald",male,30,victualling crew,B,England,NA,yes
"McLaren, Mrs. Hypatia",female,40,victualling crew,S,England,NA,yes
"McMicken, Mr. Arthur",male,23,victualling crew,B,England,NA,yes
"McMicken, Mr. Benjamin Tucker",male,21,victualling crew,B,England,NA,no
"McMullin, Mr. John Richard",male,36,victualling crew,B,England,NA,no
"McMurray, Mr. William",male,44,victualling crew,B,England,NA,no
"McQuillan, Mr. William",male,26,engineering crew,B,Northern Ireland,NA,no
"McRae, Mr. William Alexander",male,32,engineering crew,S,England,NA,no
"McReynolds, Mr. William",male,22,engineering crew,B,Northern Ireland,NA,no
"Mellor, Mr. Arthur",male,34,victualling crew,S,England,NA,no
"Middleton, Mr. Alfred Pirrie",male,27,engineering crew,B,Ireland,NA,no
"Middleton, Mr. Mark Victor",male,28,victualling crew,S,England,NA,no
"Milford, Mr. George",male,28,engineering crew,S,England,NA,no
"Millar, Mr. Robert",male,26,engineering crew,B,Scotland,NA,no
"Millar, Mr. Thomas",male,32,engineering crew,B,Northern Ireland,NA,no
"Mills, Mr. Christopher",male,51,victualling crew,S,England,NA,yes
"Mintram, Mr. William",male,46,engineering crew,S,England,NA,no
"Mishellany, Mr. Abraham Mansoor",male,53,victualling crew,B,Lebanon,NA,no
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19,engineering crew,S,England,NA,no
"Monrós, Sr. Joan Javier",male,20,restaurant staff,S,Spain,NA,no
"Monteverdi, Sig. Giovanni",male,23,restaurant staff,S,England,NA,no
"Moody, Mr. James Paul",male,24,deck crew,B,England,NA,no
"Moore, Mr. Alfred Ernest",male,39,victualling crew,S,England,NA,no
"Moore, Mr. George Alfred",male,32,deck crew,S,England,NA,yes
"Moore, Mr. John J.",male,29,engineering crew,S,England,NA,yes
"Moore, Mr. Ralph",male,22,engineering crew,S,England,NA,no
"Moores, Mr. Richard Henry",male,44,engineering crew,S,England,NA,no
"Morgan (Bird), Mr. Charles Frederick",male,42,victualling crew,S,England,NA,no
"Morgan, Mr. Arthur Herbert",male,27,engineering crew,S,England,NA,no
"Morgan, Mr. Thomas A.",male,26,engineering crew,S,England,NA,no
"Morris, Mr. Arthur",male,30,engineering crew,S,England,NA,no
"Morris, Mr. Frank Herbert",male,28,victualling crew,B,England,NA,yes
"Morris, Mr. William Edward",male,23,engineering crew,S,England,NA,no
"Moss, Mr. William",male,36,victualling crew,B,England,NA,no
"Moyes, Mr. William Young",male,24,engineering crew,B,Scotland,NA,no
"Müller, Mr. Ludwig",male,37,victualling crew,S,England,NA,no
"Mullin, Mr. Thomas",male,20,victualling crew,S,Scotland,NA,no
"Murdoch, Mr. William McMaster",male,39,deck crew,B,Scotland,NA,no
"Nannini, Sig. Francesco Luigi Arcangelo",male,42,restaurant staff,S,Italy,NA,no
"Neal, Mr. Bentley Harold",male,26,victualling crew,S,England,NA,yes
"Nettleton, Mr. George Walter",male,30,engineering crew,S,England,NA,no
"Newman, Mr. Charles Thomas",male,33,engineering crew,S,England,NA,no
"Nicholls, Mr. Sidney",male,39,victualling crew,S,England,NA,no
"Nichols, Mr. Alfred William Stanley",male,48,deck crew,B,Australia,NA,no
"Nichols, Mr. Arthur",male,46,victualling crew,S,England,NA,no
"Nichols, Mr. Walter Henry",male,35,victualling crew,S,England,NA,yes
"Niven, Mr. John Brown",male,30,engineering crew,S,Scotland,NA,no
"Noon, Mr. John Thomas",male,42,engineering crew,S,England,NA,no
"Norris, Mr. James",male,22,engineering crew,S,England,NA,no
"Noss, Mr. Bertram Arthur",male,21,engineering crew,S,England,NA,no
"Noss, Mr. Henry",male,30,engineering crew,S,England,NA,yes
"Nutbean, Mr. William",male,30,engineering crew,S,England,NA,yes
"O'Connor, Mr. John",male,29,engineering crew,S,England,NA,yes
"O'Connor, Mr. Thomas Peter",male,44,victualling crew,B,England,NA,no
"Olive, Mr. Charles",male,31,engineering crew,S,England,NA,no
"Olive, Mr. Ernest Roskelly",male,27,victualling crew,S,England,NA,no
"Oliver, Mr. H.",male,32,engineering crew,S,England,NA,yes
"Olliver, Mr. Alfred John",male,27,deck crew,B,Channel Islands,NA,yes
